frontpage,news,tech,local,opinion,on_air,misc,weather,msn_news,health,living,business,msn_sports,sports,summary,bbs,travel
5,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
15,5,0,0,0,0,0,0,0,1,2,9,0,3,0,0,0
2,3,0,1,0,0,0,0,0,0,1,3,0,2,0,0,1
4,4,1,0,1,1,0,1,0,0,1,0,0,4,1,0,0
4,1,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0
6,7,0,1,0,1,1,0,0,0,0,0,0,6,0,0,0
5,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
3,4,2,11,1,2,14,0,15,0,0,1,7,1,0,0,0
0,0,0,2,0,1,1,0,1,2,0,0,0,2,0,0,0
4,0,0,1,0,1,0,0,3,0,0,0,0,3,0,0,0
0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0
0,0,0,0,7,2,1,0,7,0,0,0,1,0,0,0,0
0,1,1,1,0,0,0,2,0,0,0,4,0,0,0,0,0
0,0,1,3,2,0,0,0,0,0,1,1,2,0,0,0,0
3,2,0,1,0,1,1,0,1,0,0,0,2,2,0,0,0
0,1,0,0,0,1,3,0,0,0,0,0,0,5,1,0,0
5,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
14,5,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8,3,3,7,1,1,0,0,0,0,2,0,0,0
2,1,0,1,0,0,2,1,2,0,0,2,0,0,0,0,0
3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
5,2,1,0,0,6,1,0,0,3,0,0,0,0,1,0,0
3,8,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0
3,0,0,1,2,3,1,0,2,0,0,0,0,1,0,0,1
2,0,0,1,0,0,1,1,0,0,0,0,1,3,0,0,0
4,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,2,0,1,0,0,5,1,0,0,1,0,0,0,0
5,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0
2,0,0,0,0,3,3,0,0,0,1,0,0,1,5,0,0
5,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
6,1,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0,0
1,1,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0
5,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
6,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0
4,1,1,2,0,1,0,0,0,0,1,2,0,0,0,0,1
5,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0
4,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
12,5,2,0,0,7,0,0,0,1,2,5,0,0,0,0,0
5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
8,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
4,6,1,2,1,0,0,0,0,1,1,1,0,0,6,0,0
5,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0
8,0,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0
0,1,0,3,1,0,1,3,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0,0,0,2,0,0,3,1,0,0,0,0,3,2,0,0,0
0,1,1,0,1,2,2,0,0,0,0,0,0,0,2,0,0
2,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
4,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0
3,5,2,6,3,1,3,0,0,1,1,1,0,1,2,0,0
4,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
5,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0
4,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
4,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,2,1,0,1,0,0,0,1,2,0,0,0
4,7,2,4,2,2,3,2,0,2,3,1,0,1,5,0,0
5,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
0,3,1,1,1,1,0,0,0,0,1,1,0,0,9,0,0
5,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
17,5,0,2,0,5,4,0,0,2,3,1,0,1,0,0,0
6,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0
4,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0
7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,0,1,1,0,0,0,0,1,2,1,0,1,0,0,0
8,1,2,1,0,2,0,0,0,1,2,3,0,0,0,0,1
5,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
5,1,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
2,3,1,1,1,3,2,0,0,0,1,0,0,0,2,0,0
5,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
0,0,0,0,0,5,1,1,0,0,0,0,0,1,2,0,0
1,1,1,3,0,0,2,2,2,0,0,1,0,0,1,0,0
3,2,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0
7,0,0,4,0,1,3,0,3,0,0,0,0,0,0,0,0
5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
5,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
4,1,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0
12,1,2,5,0,0,0,0,2,1,0,2,0,0,0,0,1
0,1,1,1,0,0,2,1,0,5,0,0,0,0,0,0,0
0,0,0,1,0,3,2,0,2,1,0,0,0,0,0,0,0
4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,3,0,2,4,0,2,0,0,0,0,2,0,0,1
4,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0
3,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,4,1,0,0,2,1,0,0,0,0,0,0
1,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0
0,4,0,3,0,1,2,0,0,0,0,0,0,0,2,0,0
2,1,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0
2,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
4,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0
5,1,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,1,0,6,0,1,5,0,1,1,0,0,0,1,0,0,0
0,2,0,0,5,1,1,0,5,0,0,2,0,0,0,0,0
0,4,0,0,0,2,0,3,0,0,0,0,0,0,4,0,1
5,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0
6,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
3,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1,0,0,2,0,1,3,1,1,0,0,0,0,0,0,0,0
5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2,3,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,2,0,2,1,0,4,1,0,0,0,0,0,0,0
0,5,0,4,1,3,0,0,0,2,1,1,0,2,0,0,0
3,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,0
1,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0
4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2,2,0,1,0,1,0,0,0,2,0,0,0,1,2,0,0
5,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0
4,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0
8,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0,4,3,0,0,0,0,0,0,0,2,0,0
2,4,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0
4,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0
7,3,0,3,0,1,6,0,0,0,2,0,0,0,0,0,0
4,2,1,1,0,4,1,0,0,0,0,0,0,0,1,0,1
0,0,0,3,0,0,3,2,0,0,0,0,1,0,0,0,0
0,1,1,0,0,3,2,0,0,0,2,1,0,0,0,0,0
5,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
21,16,0,0,3,4,2,0,3,2,0,0,0,0,7,0,0
7,0,0,0,0,0,0,1,0,1,3,1,0,1,0,0,0
0,2,2,0,0,3,0,0,1,1,2,1,0,0,0,0,1
2,2,0,0,4,1,0,0,0,0,1,0,0,1,5,0,0
7,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0
5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,3,0,4,5,3,0,0,0,0,0,0,0,0,0,0
1,0,2,0,0,1,0,0,0,0,1,0,0,0,4,0,0
10,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,1
0,3,1,1,1,0,0,0,0,1,0,2,0,1,0,0,0
1,2,0,7,0,1,7,6,2,0,0,0,0,0,0,0,0
4,1,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0
2,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0
0,2,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0
0,6,0,2,0,0,3,1,0,3,0,0,0,0,0,0,0
5,0,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0
5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
5,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0
5,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0
2,1,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0
6,2,1,2,0,1,1,1,2,0,0,1,0,0,8,0,1
5,0,1,0,0,0,0,0,0,0,2,3,0,1,0,0,0
1,9,0,0,0,1,0,0,6,2,0,0,0,1,0,0,0
0,1,2,0,1,2,0,0,0,1,1,0,0,1,0,0,0
5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,1,2,6,0,1,7,0,1,0,0,2,0,5,0,0,0
6,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,1,2,0,1,0,0,0,0,0,1,0,0,0,4,0,0
3,3,4,0,0,1,0,0,0,0,2,0,0,1,0,0,0
2,2,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0
3,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0
5,0,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0
3,6,0,6,0,0,5,0,0,3,0,0,0,0,0,0,0
4,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,2,1,1,0,0,1,0,0,0,4,0,0
2,5,5,0,1,1,1,1,0,1,1,1,0,1,4,0,0
5,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0
2,1,0,3,0,0,2,0,0,3,0,0,0,1,0,0,0
5,1,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0
6,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0
3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,1,2,0,0,4,1,1,0,1,0,0,0
0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,1,3,2,0,0,1,0,1,0,1,1,0,0
2,3,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0
3,6,0,3,1,2,3,5,0,0,0,1,0,0,1,0,0
10,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0
7,5,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1
6,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0
4,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
2,1,1,1,0,3,3,0,1,0,1,1,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
6,3,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0
0,2,0,0,0,1,0,0,0,0,1,1,0,0,6,0,0
1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,1
0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,0,0,0,0,0,0,7,0,6,0,0,0
1,0,0,5,0,0,6,0,0,0,0,0,0,1,0,0,0
4,1,0,0,0,0,1,0,0,0,0,0,4,5,0,0,0
6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
2,2,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0
1,2,0,2,0,1,3,0,2,0,0,0,0,0,0,0,0
5,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
3,0,0,2,0,1,0,0,0,0,1,0,0,2,0,0,0
0,3,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0
5,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
3,0,0,4,0,0,5,0,0,0,1,0,0,0,0,0,0
1,0,0,2,0,4,2,0,4,0,0,0,0,0,0,0,0
5,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
3,4,3,0,0,1,2,0,0,1,0,1,0,0,0,0,0
1,1,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,6,3,1,0,0,1,0,0,0,1,0,0
5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2,1,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0
0,6,0,1,0,1,0,0,0,0,1,9,0,1,0,0,0
0,0,0,5,0,1,4,1,2,0,0,0,0,0,0,0,0
2,1,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0
0,3,1,4,0,0,2,0,0,1,0,2,0,0,0,0,0
5,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
0,1,0,3,0,0,3,2,0,1,0,0,0,0,0,0,0
6,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,1,0,0,3,0,2,0,0,0,3,0,0,0,0
6,0,1,1,0,4,0,0,0,0,2,0,0,0,0,0,0
2,2,0,1,0,0,0,0,1,0,0,0,3,2,0,0,0
3,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0
2,2,2,2,3,2,1,0,0,2,1,0,0,2,0,0,0
2,0,0,0,0,0,4,0,2,0,0,0,2,0,0,0,0
5,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,5,4,0,0,1,0,0,0,0,1,0,0
0,0,0,1,0,0,0,3,1,1,0,1,0,2,0,0,0
4,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,1,2,0,2,3,0,0,0,0,0,0,0,1,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
12,0,0,3,0,4,9,0,0,0,1,0,0,0,0,0,0
5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,3,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0
8,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,2,0,2,0,0,0,7,4,0,0,0
0,2,0,1,0,1,0,0,3,0,1,2,0,0,0,0,0
6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,5,4,0,0,0,0,0,0,2,0,0,0
7,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0
5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
5,3,1,0,0,3,0,0,0,6,0,0,0,0,0,0,0
2,0,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0
5,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1,0,2,0,0,0,0,0,0,1,0,0,3,0,0,1
4,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
4,2,0,1,0,0,0,0,0,2,0,2,0,2,0,0,0
4,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
9,2,0,3,0,0,1,0,0,1,1,0,0,0,0,0,1
4,0,1,1,0,1,1,0,0,0,0,0,0,3,0,0,0
3,1,1,0,0,2,2,0,0,1,0,0,0,0,5,0,0
0,1,2,7,1,0,0,0,0,1,0,0,0,1,0,0,0
3,3,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0
5,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
0,1,0,4,1,0,4,0,0,0,0,1,0,1,0,0,0
6,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0
0,3,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1,2,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0
5,2,2,4,0,1,0,0,0,1,0,1,0,0,8,0,0
7,3,0,1,3,2,0,0,0,0,1,1,0,0,0,0,0
4,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0
0,2,0,1,0,3,1,0,0,0,0,2,0,0,0,0,0
5,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
4,1,0,1,3,1,0,0,0,1,1,0,0,0,0,0,0
4,6,1,2,1,2,4,1,0,2,1,2,0,3,2,0,0
5,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0
5,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0
5,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0
0,0,1,2,0,0,2,2,7,0,0,0,0,0,0,0,0
0,0,1,0,0,3,3,0,0,1,0,0,0,0,1,0,0
0,3,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0
2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4,4,1,0,1,1,0,0,1,1,1,0,1,2,0,0
0,1,0,5,0,1,4,0,0,0,0,0,0,0,1,0,0
6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1,2,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2,2,0,0,0,3,1,0,0,0,0,2,0,0,1,0,0
0,3,0,5,1,0,5,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0
0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,0,0,0,0,1,5,0,0,0,0,0,2,1,0,0
3,1,0,2,0,0,4,1,0,0,0,0,0,0,1,0,0
3,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0
1,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0
2,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0
3,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0
5,2,0,2,1,4,1,0,0,0,1,0,0,0,0,0,0
3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,10,6,1,2,2,1,0,0,5,6,14,0,2,4,0,1
4,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0
2,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,0,1,5,0,0,0,0,0
5,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1
4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4,4,5,0,0,0,0,2,0,0,0,1,0,0,3,0,0
1,2,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0
4,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
5,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0
5,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,0,1,0,0,0,0,0,1,0,2,0,0,0
0,0,0,0,3,3,2,0,3,0,0,0,0,0,0,0,0
6,2,2,0,0,0,0,0,0,0,2,3,0,0,0,0,1
1,0,0,3,0,0,4,0,0,0,0,0,2,0,0,0,0
0,0,0,3,0,0,6,1,4,1,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0
18,8,0,1,1,1,0,0,0,2,1,1,0,4,1,0,0
3,3,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0
0,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
0,0,0,4,3,1,1,1,2,0,0,0,0,0,0,0,0
12,4,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0
6,1,1,2,0,2,1,1,0,0,0,0,0,1,0,0,0
2,0,1,0,0,3,2,0,0,2,0,0,0,0,0,0,0
5,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0
5,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
4,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0
2,1,0,1,0,3,1,0,1,0,0,1,0,0,0,0,0
4,12,2,1,2,3,2,1,0,2,1,3,0,0,3,0,0
1,0,0,2,0,1,1,0,3,0,0,0,1,0,0,0,0
25,12,2,2,5,0,1,0,0,2,1,2,0,2,0,0,2
22,7,1,0,0,3,2,0,0,0,1,0,0,9,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
6,0,0,1,0,0,3,0,4,0,1,2,0,3,0,0,0
1,0,0,2,0,1,2,1,2,0,0,1,0,0,0,0,0
13,2,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0
5,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0
4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,0,10,0,0,8,0,2,0,0,0,0,0,0,0,0
2,0,0,2,0,1,4,1,3,0,0,1,0,0,0,0,0
1,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,4,2,0,0,1,0,1,0,0,0
11,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,5,1,0,0,0
1,0,2,0,0,0,0,0,0,1,2,0,0,0,2,0,2
5,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
5,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0
4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0
2,1,0,0,0,1,0,0,0,0,1,1,0,0,3,0,0
5,1,1,2,0,0,2,0,0,1,2,0,0,0,0,0,1
8,7,2,0,0,3,0,0,0,1,1,0,0,0,1,0,0
5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
0,2,0,7,0,4,5,0,0,0,0,0,0,0,0,0,0
3,2,0,2,0,3,1,0,0,1,1,0,0,0,0,0,0
4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
8,6,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0
5,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
2,2,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0
0,1,0,2,1,0,2,3,0,0,0,0,0,0,0,0,0
6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,0,3,4,0,2,0,2,2,2,0,2,1,1,0
7,1,1,3,3,0,3,2,0,0,1,4,0,0,0,0,1
0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0
1,0,0,0,4,0,0,0,0,0,0,5,0,1,0,0,0
9,0,0,5,3,0,1,0,0,0,0,1,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
2,0,0,1,0,0,0,1,3,0,0,1,0,1,0,0,0
0,4,0,6,0,1,3,4,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0,0,3,1,1,2,0,0,0,0,0
1,3,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0
6,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,1,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
3,4,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0
5,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0
3,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0
4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,1,0,2,1,0,0,0,1,1,2,0,0,3,0,1
3,2,2,0,3,0,0,0,0,1,0,1,0,0,0,0,0
6,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1
0,2,0,0,0,3,0,6,0,2,0,1,0,5,0,0,0
4,1,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0
4,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1
0,0,0,4,0,0,2,0,2,0,2,0,0,0,0,0,0
5,5,0,2,6,6,2,0,0,0,0,4,0,0,0,0,0
6,2,3,1,0,0,1,0,0,0,1,3,0,1,0,0,1
7,1,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0
0,1,0,4,0,0,3,1,0,0,1,0,0,1,0,0,0
4,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
0,1,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,0
4,2,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0
4,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
4,0,0,0,0,8,2,0,0,3,0,0,0,0,0,0,0
7,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
4,1,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0
6,5,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
3,0,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0
4,0,2,0,1,0,0,0,3,1,0,1,0,0,0,0,0
3,2,0,3,2,3,2,0,2,0,2,1,0,1,1,0,0
5,3,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0
4,1,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0
6,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0
5,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
9,0,1,2,5,0,1,0,0,0,0,0,0,2,0,0,0
9,0,0,0,0,4,5,0,0,3,0,0,0,0,2,0,0
3,2,0,2,0,2,1,0,0,2,2,0,0,0,0,0,1
4,2,0,1,0,2,5,1,0,0,0,0,0,0,0,0,0
4,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
