|1x3 Cross validator
less-200DM, 18, critical, new-car, 1056, less100DM, over-seven, 3, single-male, guarantor, 3, real-estate, 30, bank, own, 2, skilled, 1, yes, yes, bad.
less-200DM, 12, duly-till-now, business, 1037, less500DM, seven-years, 3, single-male, none, 4, real-estate, 39, none, own, 1, unskilled-resident, 1, yes, yes, good.
less-200DM, 30, duly-till-now, furniture, 3832, less100DM, one-year, 2, married-male, none, 1, building-society, 22, none, own, 1, skilled, 1, yes, yes, good.
less-200DM, 12, duly-till-now, new-car, 1007, over1000DM, four-years, 4, married-male, none, 1, real-estate, 22, none, own, 1, skilled, 1, yes, yes, good.
less-200DM, 36, duly-till-now, used-car, 9398, less100DM, one-year, 1, married-male, none, 4, car, 28, none, rent, 1, management, 1, no, yes, bad.
less-200DM, 9, duly-till-now, radio-tv, 790, less1000DM, four-years, 4, female-divorced, none, 3, real-estate, 66, none, own, 1, unskilled-resident, 1, yes, yes, good.
0DM, 18, bank-paid-duly, furniture, 1553, less100DM, four-years, 4, single-male, none, 3, car, 44, bank, own, 1, skilled, 1, yes, yes, bad.
less-200DM, 24, duly-till-now, others, 11328, less100DM, four-years, 2, single-male, co-applicant, 3, car, 29, bank, own, 2, management, 1, no, yes, bad.
less-200DM, 36, all-paid-duly, business, 1953, less100DM, over-seven, 4, single-male, none, 4, none, 61, none, free, 1, management, 1, no, yes, bad.
less-200DM, 9, bank-paid-duly, new-car, 1437, less500DM, seven-years, 2, single-male, none, 3, none, 29, none, own, 1, skilled, 1, yes, yes, bad.
0DM, 12, duly-till-now, domestic-app, 741, less500DM, unemployed, 4, female-divorced, none, 3, building-society, 22, none, own, 1, skilled, 1, yes, yes, bad.
over-200DM, 18, bank-paid-duly, radio-tv, 1445, unknown, seven-years, 4, single-male, none, 4, car, 49, bank, own, 1, unskilled-resident, 1, yes, yes, good.
0DM, 12, critical, new-car, 3499, less100DM, four-years, 3, female-divorced, co-applicant, 2, real-estate, 29, none, own, 2, skilled, 1, yes, yes, bad.
0DM, 12, duly-till-now, new-car, 1228, less100DM, four-years, 4, female-divorced, none, 2, real-estate, 24, none, own, 1, unskilled-resident, 1, yes, yes, bad.
0DM, 48, duly-till-now, new-car, 3931, less100DM, seven-years, 4, single-male, none, 4, none, 46, none, free, 1, skilled, 2, yes, yes, bad.
no-account, 7, critical, radio-tv, 730, unknown, over-seven, 4, single-male, none, 2, building-society, 46, none, rent, 2, unskilled-resident, 1, no, yes, good.
less-200DM, 30, duly-till-now, radio-tv, 1715, unknown, four-years, 4, female-divorced, none, 1, car, 26, none, own, 1, skilled, 1, yes, yes, good.
0DM, 12, all-paid-duly, radio-tv, 6199, less100DM, four-years, 4, single-male, none, 2, building-society, 28, none, rent, 2, skilled, 1, no, yes, bad.
less-200DM, 60, duly-till-now, new-car, 7408, less500DM, one-year, 4, female-divorced, none, 2, building-society, 24, none, own, 1, management, 1, yes, yes, bad.
no-account, 36, delay, new-car, 10875, less100DM, over-seven, 2, single-male, none, 2, car, 45, none, own, 2, skilled, 2, no, yes, good.
no-account, 10, duly-till-now, radio-tv, 1924, less100DM, four-years, 1, single-male, none, 4, building-society, 38, none, own, 1, skilled, 1, no, no, good.
less-200DM, 18, duly-till-now, furniture, 1924, unknown, one-year, 4, female-divorced, none, 3, real-estate, 27, none, rent, 1, skilled, 1, yes, yes, bad.
no-account, 12, critical, radio-tv, 522, less1000DM, over-seven, 4, single-male, none, 4, building-society, 42, none, own, 2, skilled, 2, no, yes, good.
over-200DM, 12, delay, new-car, 2247, less100DM, four-years, 2, female-divorced, none, 2, car, 36, stores, own, 2, skilled, 1, no, yes, good.
0DM, 24, bank-paid-duly, new-car, 2325, less500DM, seven-years, 2, single-male, none, 3, car, 32, bank, own, 1, skilled, 1, yes, yes, good.
less-200DM, 18, duly-till-now, radio-tv, 3213, less1000DM, one-year, 1, married-male, none, 3, real-estate, 25, none, rent, 1, skilled, 1, yes, yes, good.
no-account, 12, duly-till-now, radio-tv, 1963, less100DM, seven-years, 4, single-male, none, 2, car, 31, none, rent, 2, management, 2, no, yes, good.
no-account, 12, critical, business, 2292, less100DM, unemployed, 4, single-male, none, 2, car, 42, stores, own, 2, management, 1, no, yes, bad.
0DM, 24, bank-paid-duly, others, 1358, unknown, over-seven, 4, single-male, none, 3, car, 40, stores, own, 1, management, 1, no, yes, bad.
less-200DM, 60, delay, radio-tv, 9157, unknown, four-years, 2, single-male, none, 2, none, 27, none, free, 1, management, 1, yes, yes, good.
0DM, 12, duly-till-now, new-car, 900, unknown, four-years, 4, married-male, none, 2, car, 23, none, own, 1, skilled, 1, yes, yes, bad.
no-account, 21, critical, furniture, 2288, less100DM, one-year, 4, female-divorced, none, 4, building-society, 23, none, own, 1, skilled, 1, no, yes, good.
0DM, 36, critical, furniture, 5371, less100DM, four-years, 3, single-male, guarantor, 2, building-society, 28, none, own, 2, skilled, 1, yes, yes, good.
no-account, 12, duly-till-now, radio-tv, 886, unknown, four-years, 4, female-divorced, none, 2, car, 21, none, own, 1, skilled, 1, yes, yes, good.
no-account, 6, duly-till-now, domestic-app, 1338, less1000DM, four-years, 1, male-divorced, none, 4, real-estate, 62, none, own, 1, skilled, 1, yes, yes, good.
0DM, 12, duly-till-now, furniture, 1282, less100DM, four-years, 2, female-divorced, none, 4, car, 20, none, rent, 1, skilled, 1, yes, yes, bad.
0DM, 9, duly-till-now, radio-tv, 1366, less100DM, one-year, 3, female-divorced, none, 4, building-society, 22, none, rent, 1, skilled, 1, yes, yes, bad.
less-200DM, 9, duly-till-now, radio-tv, 2118, less100DM, four-years, 2, single-male, none, 2, real-estate, 37, none, own, 1, unskilled-resident, 2, yes, yes, good.
no-account, 12, duly-till-now, furniture, 1736, less100DM, seven-years, 3, female-divorced, none, 4, real-estate, 31, none, own, 1, unskilled-resident, 1, yes, yes, good.
less-200DM, 24, critical, radio-tv, 1216, less500DM, one-year, 4, single-male, none, 4, none, 38, bank, own, 2, skilled, 2, yes, yes, bad.
no-account, 12, delay, repairs, 1555, over1000DM, over-seven, 4, single-male, none, 4, none, 55, none, free, 2, skilled, 2, yes, yes, bad.
no-account, 6, critical, radio-tv, 1554, less100DM, seven-years, 1, female-divorced, none, 2, car, 24, none, rent, 2, skilled, 1, no, yes, good.
0DM, 12, bank-paid-duly, radio-tv, 626, less100DM, four-years, 4, female-divorced, none, 4, real-estate, 24, bank, own, 1, unskilled-resident, 1, yes, yes, bad.
no-account, 18, duly-till-now, new-car, 1820, less100DM, four-years, 2, married-male, none, 2, building-society, 30, none, own, 1, management, 1, no, yes, good.
0DM, 24, duly-till-now, radio-tv, 2384, less100DM, over-seven, 4, single-male, none, 4, real-estate, 64, bank, rent, 1, unskilled-resident, 1, yes, yes, good.
over-200DM, 18, duly-till-now, radio-tv, 2100, less100DM, four-years, 4, single-male, co-applicant, 2, real-estate, 37, stores, own, 1, skilled, 1, yes, yes, bad.
0DM, 6, critical, radio-tv, 1169, unknown, over-seven, 4, single-male, none, 4, real-estate, 67, none, own, 2, skilled, 1, no, yes, good.
less-200DM, 36, critical, radio-tv, 2337, less100DM, over-seven, 4, single-male, none, 4, real-estate, 36, none, own, 1, skilled, 1, yes, yes, good.
over-200DM, 12, bank-paid-duly, radio-tv, 409, over1000DM, four-years, 3, female-divorced, none, 3, real-estate, 42, none, rent, 2, skilled, 1, yes, yes, good.
less-200DM, 13, duly-till-now, radio-tv, 2101, less100DM, one-year, 2, female-divorced, guarantor, 4, building-society, 23, none, own, 1, unskilled-resident, 1, yes, yes, good.
less-200DM, 9, critical, radio-tv, 1154, less100DM, over-seven, 2, single-male, none, 4, real-estate, 37, none, own, 3, unskilled-resident, 1, yes, yes, good.
0DM, 9, duly-till-now, radio-tv, 1364, less100DM, seven-years, 3, single-male, none, 4, real-estate, 59, none, own, 1, skilled, 1, yes, yes, good.
0DM, 24, duly-till-now, furniture, 2359, less500DM, unemployed, 1, male-divorced, none, 1, building-society, 33, none, own, 1, skilled, 1, yes, yes, bad.
over-200DM, 6, duly-till-now, furniture, 2116, less100DM, four-years, 2, single-male, none, 2, real-estate, 41, none, own, 1, skilled, 1, no, yes, good.
no-account, 12, duly-till-now, new-car, 1884, less100DM, over-seven, 4, single-male, none, 4, car, 39, none, own, 1, management, 1, no, yes, good.
no-account, 18, critical, new-car, 1028, less100DM, four-years, 4, female-divorced, none, 3, real-estate, 36, none, own, 2, skilled, 1, yes, yes, good.
0DM, 24, duly-till-now, used-car, 2910, less100DM, seven-years, 2, single-male, none, 1, none, 34, none, free, 1, management, 1, no, yes, good.
0DM, 36, critical, furniture, 6229, less100DM, one-year, 4, female-divorced, co-applicant, 4, none, 23, none, rent, 2, unskilled-resident, 1, no, yes, bad.
less-200DM, 24, duly-till-now, furniture, 4057, less100DM, seven-years, 3, male-divorced, none, 3, car, 43, none, own, 1, skilled, 1, no, yes, bad.
0DM, 12, duly-till-now, furniture, 1620, less100DM, four-years, 2, female-divorced, co-applicant, 3, building-society, 30, none, own, 1, skilled, 1, yes, yes, good.
no-account, 18, critical, education, 1864, less500DM, four-years, 4, female-divorced, none, 2, real-estate, 30, none, own, 2, skilled, 1, yes, yes, bad.
less-200DM, 36, duly-till-now, furniture, 9034, less500DM, one-year, 4, single-male, co-applicant, 1, none, 29, none, rent, 1, management, 1, no, yes, bad.
less-200DM, 24, critical, radio-tv, 1743, less100DM, over-seven, 4, single-male, none, 2, building-society, 48, none, own, 2, unskilled-resident, 1, yes, yes, good.
no-account, 6, delay, business, 1743, less500DM, four-years, 1, single-male, none, 2, real-estate, 34, none, own, 2, unskilled-resident, 1, yes, yes, good.
0DM, 36, critical, education, 8065, less100DM, four-years, 3, female-divorced, none, 2, none, 25, none, own, 2, management, 1, no, yes, bad.
no-account, 24, duly-till-now, radio-tv, 2284, less100DM, seven-years, 4, single-male, none, 2, car, 28, none, own, 1, skilled, 1, no, yes, good.
no-account, 24, duly-till-now, used-car, 7814, less100DM, seven-years, 3, single-male, none, 3, car, 38, none, own, 1, management, 1, no, yes, good.
over-200DM, 30, critical, radio-tv, 3017, less100DM, over-seven, 4, single-male, none, 4, building-society, 47, none, own, 1, skilled, 1, yes, yes, good.
no-account, 24, duly-till-now, radio-tv, 1533, less100DM, one-year, 4, female-divorced, none, 3, car, 38, stores, own, 1, skilled, 1, no, yes, good.
no-account, 5, duly-till-now, business, 3448, less100DM, seven-years, 1, single-male, none, 4, real-estate, 74, none, own, 1, unskilled-resident, 1, yes, yes, good.
less-200DM, 18, critical, furniture, 6361, less100DM, over-seven, 2, single-male, none, 1, none, 41, none, own, 1, skilled, 1, no, yes, good.
no-account, 54, all-paid-duly, used-car, 9436, unknown, four-years, 2, single-male, none, 2, building-society, 39, none, own, 1, unskilled-resident, 2, yes, yes, good.
less-200DM, 36, duly-till-now, new-car, 12389, unknown, four-years, 1, single-male, none, 4, none, 37, none, free, 1, skilled, 1, no, yes, bad.
0DM, 6, duly-till-now, new-car, 1374, unknown, unemployed, 4, female-divorced, none, 3, building-society, 75, none, own, 1, management, 1, no, yes, good.
0DM, 18, duly-till-now, domestic-app, 1217, less100DM, four-years, 4, married-male, none, 3, real-estate, 47, none, own, 1, unskilled-resident, 1, no, yes, bad.
less-200DM, 24, duly-till-now, used-car, 11560, less100DM, four-years, 1, female-divorced, none, 4, car, 23, none, rent, 2, management, 1, yes, yes, bad.
less-200DM, 36, critical, new-car, 2820, less100DM, one-year, 4, male-divorced, none, 4, car, 27, none, own, 2, skilled, 1, yes, yes, bad.
no-account, 6, duly-till-now, furniture, 1543, over1000DM, four-years, 4, male-divorced, none, 2, real-estate, 33, none, own, 1, skilled, 1, yes, yes, good.
less-200DM, 24, duly-till-now, new-car, 2718, less100DM, four-years, 3, female-divorced, none, 4, building-society, 20, none, rent, 1, unskilled-resident, 1, no, yes, bad.
no-account, 48, duly-till-now, radio-tv, 10222, unknown, seven-years, 4, single-male, none, 3, car, 37, stores, own, 1, skilled, 1, no, yes, good.
less-200DM, 60, bank-paid-duly, others, 14782, less500DM, over-seven, 3, female-divorced, none, 4, none, 60, bank, free, 2, management, 1, no, yes, bad.
0DM, 18, duly-till-now, radio-tv, 1936, unknown, seven-years, 2, married-male, none, 4, car, 23, none, rent, 2, unskilled-resident, 1, yes, yes, good.
less-200DM, 36, duly-till-now, radio-tv, 2671, less500DM, four-years, 4, female-divorced, co-applicant, 4, none, 50, none, free, 1, skilled, 1, yes, yes, bad.
no-account, 24, critical, furniture, 3777, over1000DM, four-years, 4, single-male, none, 4, real-estate, 50, none, own, 1, skilled, 1, no, yes, good.
no-account, 13, duly-till-now, radio-tv, 1409, less500DM, unemployed, 2, female-divorced, none, 4, real-estate, 64, none, own, 1, skilled, 1, yes, yes, good.
no-account, 24, duly-till-now, used-car, 2603, over1000DM, four-years, 2, female-divorced, none, 4, car, 28, none, rent, 1, skilled, 1, no, yes, good.
0DM, 18, bank-paid-duly, new-car, 1442, less100DM, seven-years, 4, single-male, none, 4, none, 32, none, free, 2, unskilled-resident, 2, yes, yes, bad.
less-200DM, 45, critical, used-car, 4576, less500DM, unemployed, 3, single-male, none, 4, car, 27, none, own, 1, skilled, 1, yes, yes, good.
less-200DM, 12, duly-till-now, radio-tv, 1092, less100DM, four-years, 4, female-divorced, guarantor, 4, real-estate, 49, none, own, 2, skilled, 1, no, yes, good.
over-200DM, 6, critical, new-car, 1299, less100DM, four-years, 1, single-male, none, 1, real-estate, 74, none, own, 3, unemployed-non-resident, 2, yes, no, good.
less-200DM, 11, critical, new-car, 1322, over1000DM, four-years, 4, female-divorced, none, 4, car, 40, none, own, 2, skilled, 1, yes, yes, good.
no-account, 12, duly-till-now, new-car, 2133, unknown, over-seven, 4, female-divorced, none, 4, none, 52, none, free, 1, management, 1, no, yes, good.
0DM, 10, critical, new-car, 1038, less100DM, seven-years, 4, single-male, co-applicant, 3, building-society, 49, none, own, 2, skilled, 1, no, yes, good.
less-200DM, 24, duly-till-now, furniture, 4351, unknown, four-years, 1, female-divorced, none, 4, building-society, 48, none, own, 1, unskilled-resident, 1, no, yes, good.
less-200DM, 10, duly-till-now, new-car, 7308, less100DM, unemployed, 2, single-male, none, 4, none, 70, bank, free, 1, management, 1, no, yes, good.
no-account, 24, critical, repairs, 2058, less100DM, four-years, 4, male-divorced, none, 2, real-estate, 33, none, own, 2, skilled, 1, no, yes, good.
0DM, 12, duly-till-now, new-car, 3651, over1000DM, four-years, 1, single-male, none, 3, building-society, 31, none, own, 1, skilled, 2, yes, yes, good.
less-200DM, 36, duly-till-now, radio-tv, 4795, less100DM, one-year, 4, female-divorced, none, 1, none, 30, none, own, 1, management, 1, no, yes, good.
0DM, 18, duly-till-now, furniture, 4153, less100DM, four-years, 2, single-male, co-applicant, 3, car, 42, none, own, 1, skilled, 1, yes, yes, bad.
over-200DM, 15, duly-till-now, business, 2687, less100DM, seven-years, 2, single-male, none, 4, building-society, 26, none, rent, 1, skilled, 1, no, yes, good.
no-account, 36, duly-till-now, business, 7409, unknown, over-seven, 3, single-male, none, 2, building-society, 37, none, own, 2, skilled, 1, yes, yes, good.
no-account, 36, duly-till-now, radio-tv, 3595, less100DM, over-seven, 4, single-male, none, 2, car, 28, none, own, 1, skilled, 1, yes, yes, good.
less-200DM, 24, critical, business, 1935, less100DM, over-seven, 4, male-divorced, none, 4, real-estate, 31, none, own, 2, skilled, 1, no, yes, bad.
no-account, 9, duly-till-now, radio-tv, 2697, less100DM, four-years, 1, single-male, none, 2, real-estate, 32, none, own, 1, skilled, 2, yes, yes, good.
less-200DM, 36, duly-till-now, used-car, 6948, less100DM, four-years, 2, single-male, none, 2, car, 35, none, rent, 1, management, 1, no, yes, good.

